asset,intrinsic,kb,slot,required,routes,components,alt,code
src/assets/knowledge/23_cleanroom.jpg,1920x1280,193,Inline illustration / card,1600x900 (16:9),/$lang/knowledge-hub; /$lang/knowledge-hub/$slug; /$lang/solutions/engineering-consultancy; /$lang/solutions/factory-development; /$lang/solutions/production-lines; /$lang/solutions/raw-materials; /$lang/solutions/sandwich-panels; /sitemap[/]xml; /sitemaps/$slug,src/lib/knowledge-articles.ts; src/lib/og-article-covers.ts,,"cover: k23,; [src_k23]: og_k23,"
src/assets/knowledge/26_industrial_bldg.jpg,1920x1280,172,Inline illustration / card,1600x900 (16:9),/$lang/knowledge-hub; /$lang/knowledge-hub/$slug; /$lang/solutions/engineering-consultancy; /$lang/solutions/factory-development; /$lang/solutions/production-lines; /$lang/solutions/raw-materials; /$lang/solutions/sandwich-panels; /sitemap[/]xml; /sitemaps/$slug,src/lib/knowledge-articles.ts; src/lib/og-article-covers.ts,,"cover: k26,; [src_k26]: og_k26,"
src/assets/knowledge/28_fire_rating.jpg,1920x1280,259,Inline illustration / card,1600x900 (16:9),/$lang/knowledge-hub; /$lang/knowledge-hub/$slug; /$lang/solutions/engineering-consultancy; /$lang/solutions/factory-development; /$lang/solutions/production-lines; /$lang/solutions/raw-materials; /$lang/solutions/sandwich-panels; /sitemap[/]xml; /sitemaps/$slug,src/lib/knowledge-articles.ts; src/lib/og-article-covers.ts; src/routes/$lang.knowledge-hub.tsx,,"cover: k28,; [src_k28]: og_k28,; { title: ""PIR vs Rock Wool — fire test"", min: 4, cover: k28 },"
src/assets/knowledge/30_flow_diagram.jpg,1024x1024,229,Inline illustration / card,1600x900 (16:9),/$lang/about,src/routes/$lang.about.tsx,,"const WHATDO_IMGS = [k03, k02, k06, k11, k17, k07, k10, k30];; const PROCESS_IMGS = [k04, k05, k36, k11, k07, k06, k30, k02];"
src/assets/knowledge/31_material_flow.jpg,1024x1024,171,Card / section cover,1600x900 (16:9),/$lang/about,src/routes/$lang.about.tsx,,src={k31}
src/assets/knowledge/33_layout.jpg,1920x1280,388,Inline illustration / card,1600x900 (16:9),/$lang/about; /$lang/knowledge-hub; /$lang/knowledge-hub/$slug; /$lang/solutions/engineering-consultancy; /$lang/solutions/factory-development; /$lang/solutions/production-lines; /$lang/solutions/raw-materials; /$lang/solutions/sandwich-panels; /sitemap[/]xml; /sitemaps/$slug,src/lib/knowledge-articles.ts; src/lib/og-article-covers.ts; src/routes/$lang.about.tsx; src/routes/$lang.knowledge-hub.tsx,,"cover: k33,; [src_k33]: og_k33,; {[k04, k02, k05, k33].map((img, i) => (; { title: ""3D factory layout walkthrough"", min: 8, cover: k33 },"
src/assets/knowledge/36_investment_report.jpg,1920x1280,144,Inline illustration / card,1600x900 (16:9),/$lang/about; /$lang/knowledge-hub; /$lang/knowledge-hub/$slug; /$lang/solutions/engineering-consultancy; /$lang/solutions/factory-development; /$lang/solutions/production-lines; /$lang/solutions/raw-materials; /$lang/solutions/sandwich-panels; /sitemap[/]xml; /sitemaps/$slug,src/lib/knowledge-articles.ts; src/lib/og-article-covers.ts; src/routes/$lang.about.tsx; src/routes/$lang.knowledge-hub.tsx,,"cover: k36,; [src_k36]: og_k36,; const PROCESS_IMGS = [k04, k05, k36, k11, k07, k06, k30, k02];"
src/assets/knowledge/38_factory_guide.jpg,1920x1280,226,Inline illustration / card,1600x900 (16:9),/$lang/knowledge-hub,src/routes/$lang.knowledge-hub.tsx,,"{ title: ""Factory Investment Guide (PDF)"", size: ""6.4 MB"", cover: k38 },"
src/assets/knowledge/40_material_guide.jpg,1920x1280,338,Inline illustration / card,1600x900 (16:9),/$lang/knowledge-hub,src/routes/$lang.knowledge-hub.tsx,,"{ title: ""Panel Datasheet Pack (PDF)"", size: ""3.1 MB"", cover: k40 },"
src/assets/knowledge/hub-hero.jpg,1920x1088,223,Full-bleed hero,"2400x1200 (2:1), safe centre crop",/$lang/knowledge-hub,src/routes/$lang.knowledge-hub.tsx,,src={heroImg}
src/assets/machinery/01-decoiler.jpg,1600x1072,242,Inline illustration / card,1600x900 (16:9),/$lang/solutions/production-lines,src/routes/$lang.solutions.production-lines.tsx,,"img: eq01,"
src/assets/machinery/02-roll-former.jpg,1600x1072,214,Inline illustration / card,1600x900 (16:9),/$lang/solutions/production-lines,src/routes/$lang.solutions.production-lines.tsx,,"img: eq02,"
src/assets/machinery/03-foam-injection.jpg,1600x1072,172,Inline illustration / card,1600x900 (16:9),/$lang/solutions/production-lines,src/routes/$lang.solutions.production-lines.tsx,,"img: eq03,"
src/assets/machinery/04-double-belt-laminator.jpg,1600x1072,210,Inline illustration / card,1600x900 (16:9),/$lang/solutions/production-lines,src/routes/$lang.solutions.production-lines.tsx,,"img: eq04,"
src/assets/machinery/05-flying-saw.jpg,1600x1072,177,Inline illustration / card,1600x900 (16:9),/$lang/solutions/production-lines,src/routes/$lang.solutions.production-lines.tsx,,"img: eq05,"
src/assets/machinery/06-cooling-section.jpg,1600x1072,236,Inline illustration / card,1600x900 (16:9),/$lang/solutions/production-lines,src/routes/$lang.solutions.production-lines.tsx,,"img: eq06,"
src/assets/machinery/07-stacking-system.jpg,1600x1072,302,Inline illustration / card,1600x900 (16:9),/$lang/solutions/production-lines,src/routes/$lang.solutions.production-lines.tsx,,"img: eq07,"
src/assets/machinery/08-packaging-line.jpg,1600x1072,262,Inline illustration / card,1600x900 (16:9),/$lang/solutions/production-lines,src/routes/$lang.solutions.production-lines.tsx,,"img: eq08,"
src/assets/machinery/09-control-system.jpg,1600x1072,182,Inline illustration / card,1600x900 (16:9),/$lang/solutions/production-lines,src/routes/$lang.solutions.production-lines.tsx,,"img: eq09,"
src/assets/machinery/10-air-compressor.jpg,1600x1072,237,Inline illustration / card,1600x900 (16:9),/$lang/solutions/production-lines,src/routes/$lang.solutions.production-lines.tsx,,"img: eq10,"
src/assets/nevo-logo-dark.png,1376x768,150,Brand logo,"SVG or 1024px PNG, transparent",(root layout),src/routes/__root.tsx,NEVO Industrial,src={nevoLogoDark}
src/assets/nevo-logo-full.png.asset.json,CDN pointer,0,Brand logo,"SVG or 1024px PNG, transparent",/$lang; /$lang/about; /$lang/ai-assistant; /$lang/ai-project-estimator; /$lang/careers; /$lang/contact; /$lang/customer-portal; /$lang/download-center; /$lang/factory-layout-generator; /$lang/factory-layouts; /$lang/industries; /$lang/installation-commissioning; /$lang/investment-calculator; /$lang/investors; /$lang/panel-thickness-calculator; /$lang/partner-portal; /$lang/pir-vs-rock-wool; /$lang/project-inquiry; /$lang/quality; /$lang/research-innovation; /$lang/solutions; /$lang/solutions/engineering-consultancy; /$lang/solutions/factory-development; /$lang/solutions/production-lines; /$lang/solutions/raw-materials; /$lang/solutions/sandwich-panels; /$lang/sustainability,src/components/site/SiteHeader.tsx,,const LOGO_FALLBACK_CDN = nevoLogoFullPointer.url;
src/assets/nevo-logo-light.png,1376x768,96,Brand logo,"SVG or 1024px PNG, transparent",(root layout); /$lang; /$lang/about; /$lang/ai-assistant; /$lang/ai-project-estimator; /$lang/careers; /$lang/contact; /$lang/customer-portal; /$lang/download-center; /$lang/factory-layout-generator; /$lang/factory-layouts; /$lang/industries; /$lang/installation-commissioning; /$lang/investment-calculator; /$lang/investors; /$lang/panel-thickness-calculator; /$lang/partner-portal; /$lang/pir-vs-rock-wool; /$lang/project-inquiry; /$lang/quality; /$lang/research-innovation; /$lang/solutions; /$lang/solutions/engineering-consultancy; /$lang/solutions/factory-development; /$lang/solutions/production-lines; /$lang/solutions/raw-materials; /$lang/solutions/sandwich-panels; /$lang/sustainability; /admin,src/components/crm/CrmSidebar.tsx; src/components/site/SiteFooter.tsx; src/components/site/SiteHeader.tsx; src/routes/__root.tsx,NEVO,"<img src={logo} alt=""NEVO"" className=""h-8 w-auto object-contain"" />; src={nevoLogoLight}"
src/assets/og/ai-collab.jpg,1200x630,130,Social / OG card,1200x630 (1.91:1),(root layout); /$lang; /$lang/about; /$lang/ai-assistant; /$lang/ai-project-estimator; /$lang/careers; /$lang/contact; /$lang/customer-portal; /$lang/download-center; /$lang/engineering-tools; /$lang/factory-layout-generator; /$lang/factory-layouts; /$lang/industries; /$lang/installation-commissioning; /$lang/investment-calculator; /$lang/investors; /$lang/knowledge-hub; /$lang/knowledge-hub/$slug; /$lang/panel-thickness-calculator; /$lang/partner-portal; /$lang/pir-vs-rock-wool; /$lang/privacy; /$lang/product-configurator; /$lang/project-inquiry; /$lang/quality; /$lang/research-innovation; /$lang/solutions; /$lang/solutions/engineering-consultancy; /$lang/solutions/factory-development; /$lang/solutions/production-lines; /$lang/solutions/raw-materials; /$lang/solutions/sandwich-panels; /$lang/sustainability; /sitemap[/]xml; /sitemaps/$slug,src/lib/og-images.ts,,"""/partner-portal"": aiCollab,"
src/assets/og/ai-digital-twin.jpg,1200x630,94,Social / OG card,1200x630 (1.91:1),(root layout); /$lang; /$lang/about; /$lang/ai-assistant; /$lang/ai-project-estimator; /$lang/careers; /$lang/contact; /$lang/customer-portal; /$lang/download-center; /$lang/engineering-tools; /$lang/factory-layout-generator; /$lang/factory-layouts; /$lang/industries; /$lang/installation-commissioning; /$lang/investment-calculator; /$lang/investors; /$lang/knowledge-hub; /$lang/knowledge-hub/$slug; /$lang/panel-thickness-calculator; /$lang/partner-portal; /$lang/pir-vs-rock-wool; /$lang/privacy; /$lang/product-configurator; /$lang/project-inquiry; /$lang/quality; /$lang/research-innovation; /$lang/solutions; /$lang/solutions/engineering-consultancy; /$lang/solutions/factory-development; /$lang/solutions/production-lines; /$lang/solutions/raw-materials; /$lang/solutions/sandwich-panels; /$lang/sustainability; /sitemap[/]xml; /sitemaps/$slug,src/lib/og-images.ts,,"""/research-innovation"": aiDigitalTwin,"
src/assets/og/ai-hero-engineer.jpg,1200x630,95,Social / OG card,1200x630 (1.91:1),(root layout); /$lang; /$lang/about; /$lang/ai-assistant; /$lang/ai-project-estimator; /$lang/careers; /$lang/contact; /$lang/customer-portal; /$lang/download-center; /$lang/engineering-tools; /$lang/factory-layout-generator; /$lang/factory-layouts; /$lang/industries; /$lang/installation-commissioning; /$lang/investment-calculator; /$lang/investors; /$lang/knowledge-hub; /$lang/knowledge-hub/$slug; /$lang/panel-thickness-calculator; /$lang/partner-portal; /$lang/pir-vs-rock-wool; /$lang/privacy; /$lang/product-configurator; /$lang/project-inquiry; /$lang/quality; /$lang/research-innovation; /$lang/solutions; /$lang/solutions/engineering-consultancy; /$lang/solutions/factory-development; /$lang/solutions/production-lines; /$lang/solutions/raw-materials; /$lang/solutions/sandwich-panels; /$lang/sustainability; /sitemap[/]xml; /sitemaps/$slug,src/lib/og-images.ts,,"""/ai-assistant"": aiHeroEngineer,"
src/assets/og/ai-technical-proposal.jpg,1200x630,102,Social / OG card,1200x630 (1.91:1),(root layout); /$lang; /$lang/about; /$lang/ai-assistant; /$lang/ai-project-estimator; /$lang/careers; /$lang/contact; /$lang/customer-portal; /$lang/download-center; /$lang/engineering-tools; /$lang/factory-layout-generator; /$lang/factory-layouts; /$lang/industries; /$lang/installation-commissioning; /$lang/investment-calculator; /$lang/investors; /$lang/knowledge-hub; /$lang/knowledge-hub/$slug; /$lang/panel-thickness-calculator; /$lang/partner-portal; /$lang/pir-vs-rock-wool; /$lang/privacy; /$lang/product-configurator; /$lang/project-inquiry; /$lang/quality; /$lang/research-innovation; /$lang/solutions; /$lang/solutions/engineering-consultancy; /$lang/solutions/factory-development; /$lang/solutions/production-lines; /$lang/solutions/raw-materials; /$lang/solutions/sandwich-panels; /$lang/sustainability; /sitemap[/]xml; /sitemaps/$slug,src/lib/og-images.ts,,"""/ai-project-estimator"": aiTechnicalProposal,"
src/assets/og/careers-hero.jpg,1200x630,120,Social / OG card,1200x630 (1.91:1),(root layout); /$lang; /$lang/about; /$lang/ai-assistant; /$lang/ai-project-estimator; /$lang/careers; /$lang/contact; /$lang/customer-portal; /$lang/download-center; /$lang/engineering-tools; /$lang/factory-layout-generator; /$lang/factory-layouts; /$lang/industries; /$lang/installation-commissioning; /$lang/investment-calculator; /$lang/investors; /$lang/knowledge-hub; /$lang/knowledge-hub/$slug; /$lang/panel-thickness-calculator; /$lang/partner-portal; /$lang/pir-vs-rock-wool; /$lang/privacy; /$lang/product-configurator; /$lang/project-inquiry; /$lang/quality; /$lang/research-innovation; /$lang/solutions; /$lang/solutions/engineering-consultancy; /$lang/solutions/factory-development; /$lang/solutions/production-lines; /$lang/solutions/raw-materials; /$lang/solutions/sandwich-panels; /$lang/sustainability; /sitemap[/]xml; /sitemaps/$slug,src/lib/og-images.ts,,"""/careers"": careersHero,"
src/assets/og/configurator-hero.jpg,1200x630,75,Social / OG card,1200x630 (1.91:1),(root layout); /$lang; /$lang/about; /$lang/ai-assistant; /$lang/ai-project-estimator; /$lang/careers; /$lang/contact; /$lang/customer-portal; /$lang/download-center; /$lang/engineering-tools; /$lang/factory-layout-generator; /$lang/factory-layouts; /$lang/industries; /$lang/installation-commissioning; /$lang/investment-calculator; /$lang/investors; /$lang/knowledge-hub; /$lang/knowledge-hub/$slug; /$lang/panel-thickness-calculator; /$lang/partner-portal; /$lang/pir-vs-rock-wool; /$lang/privacy; /$lang/product-configurator; /$lang/project-inquiry; /$lang/quality; /$lang/research-innovation; /$lang/solutions; /$lang/solutions/engineering-consultancy; /$lang/solutions/factory-development; /$lang/solutions/production-lines; /$lang/solutions/raw-materials; /$lang/solutions/sandwich-panels; /$lang/sustainability; /sitemap[/]xml; /sitemaps/$slug,src/lib/og-images.ts,,"""/product-configurator"": configuratorHero,"
src/assets/og/contact-hero.jpg,1200x630,127,Social / OG card,1200x630 (1.91:1),(root layout); /$lang; /$lang/about; /$lang/ai-assistant; /$lang/ai-project-estimator; /$lang/careers; /$lang/contact; /$lang/customer-portal; /$lang/download-center; /$lang/engineering-tools; /$lang/factory-layout-generator; /$lang/factory-layouts; /$lang/industries; /$lang/installation-commissioning; /$lang/investment-calculator; /$lang/investors; /$lang/knowledge-hub; /$lang/knowledge-hub/$slug; /$lang/panel-thickness-calculator; /$lang/partner-portal; /$lang/pir-vs-rock-wool; /$lang/privacy; /$lang/product-configurator; /$lang/project-inquiry; /$lang/quality; /$lang/research-innovation; /$lang/solutions; /$lang/solutions/engineering-consultancy; /$lang/solutions/factory-development; /$lang/solutions/production-lines; /$lang/solutions/raw-materials; /$lang/solutions/sandwich-panels; /$lang/sustainability; /sitemap[/]xml; /sitemaps/$slug,src/lib/og-images.ts,,"""/contact"": contactHero,"
src/assets/og/eco-consultancy.jpg,1200x630,124,Social / OG card,1200x630 (1.91:1),(root layout); /$lang; /$lang/about; /$lang/ai-assistant; /$lang/ai-project-estimator; /$lang/careers; /$lang/contact; /$lang/customer-portal; /$lang/download-center; /$lang/engineering-tools; /$lang/factory-layout-generator; /$lang/factory-layouts; /$lang/industries; /$lang/installation-commissioning; /$lang/investment-calculator; /$lang/investors; /$lang/knowledge-hub; /$lang/knowledge-hub/$slug; /$lang/panel-thickness-calculator; /$lang/partner-portal; /$lang/pir-vs-rock-wool; /$lang/privacy; /$lang/product-configurator; /$lang/project-inquiry; /$lang/quality; /$lang/research-innovation; /$lang/solutions; /$lang/solutions/engineering-consultancy; /$lang/solutions/factory-development; /$lang/solutions/production-lines; /$lang/solutions/raw-materials; /$lang/solutions/sandwich-panels; /$lang/sustainability; /sitemap[/]xml; /sitemaps/$slug,src/lib/og-images.ts,,"""/solutions/engineering-consultancy"": ecoConsultancy,"
src/assets/og/eco-factory-dev.jpg,1200x630,155,Social / OG card,1200x630 (1.91:1),(root layout); /$lang; /$lang/about; /$lang/ai-assistant; /$lang/ai-project-estimator; /$lang/careers; /$lang/contact; /$lang/customer-portal; /$lang/download-center; /$lang/engineering-tools; /$lang/factory-layout-generator; /$lang/factory-layouts; /$lang/industries; /$lang/installation-commissioning; /$lang/investment-calculator; /$lang/investors; /$lang/knowledge-hub; /$lang/knowledge-hub/$slug; /$lang/panel-thickness-calculator; /$lang/partner-portal; /$lang/pir-vs-rock-wool; /$lang/privacy; /$lang/product-configurator; /$lang/project-inquiry; /$lang/quality; /$lang/research-innovation; /$lang/solutions; /$lang/solutions/engineering-consultancy; /$lang/solutions/factory-development; /$lang/solutions/production-lines; /$lang/solutions/raw-materials; /$lang/solutions/sandwich-panels; /$lang/sustainability; /sitemap[/]xml; /sitemaps/$slug,src/lib/og-images.ts,,"""/solutions/factory-development"": ecoFactoryDev,"
src/assets/og/eco-finished-panels.jpg,1200x630,214,Social / OG card,1200x630 (1.91:1),(root layout); /$lang; /$lang/about; /$lang/ai-assistant; /$lang/ai-project-estimator; /$lang/careers; /$lang/contact; /$lang/customer-portal; /$lang/download-center; /$lang/engineering-tools; /$lang/factory-layout-generator; /$lang/factory-layouts; /$lang/industries; /$lang/installation-commissioning; /$lang/investment-calculator; /$lang/investors; /$lang/knowledge-hub; /$lang/knowledge-hub/$slug; /$lang/panel-thickness-calculator; /$lang/partner-portal; /$lang/pir-vs-rock-wool; /$lang/privacy; /$lang/product-configurator; /$lang/project-inquiry; /$lang/quality; /$lang/research-innovation; /$lang/solutions; /$lang/solutions/engineering-consultancy; /$lang/solutions/factory-development; /$lang/solutions/production-lines; /$lang/solutions/raw-materials; /$lang/solutions/sandwich-panels; /$lang/sustainability; /sitemap[/]xml; /sitemaps/$slug,src/lib/og-images.ts,,"""/solutions/sandwich-panels"": ecoFinishedPanels,"
src/assets/og/eco-production-lines.jpg,1200x630,179,Social / OG card,1200x630 (1.91:1),(root layout); /$lang; /$lang/about; /$lang/ai-assistant; /$lang/ai-project-estimator; /$lang/careers; /$lang/contact; /$lang/customer-portal; /$lang/download-center; /$lang/engineering-tools; /$lang/factory-layout-generator; /$lang/factory-layouts; /$lang/industries; /$lang/installation-commissioning; /$lang/investment-calculator; /$lang/investors; /$lang/knowledge-hub; /$lang/knowledge-hub/$slug; /$lang/panel-thickness-calculator; /$lang/partner-portal; /$lang/pir-vs-rock-wool; /$lang/privacy; /$lang/product-configurator; /$lang/project-inquiry; /$lang/quality; /$lang/research-innovation; /$lang/solutions; /$lang/solutions/engineering-consultancy; /$lang/solutions/factory-development; /$lang/solutions/production-lines; /$lang/solutions/raw-materials; /$lang/solutions/sandwich-panels; /$lang/sustainability; /sitemap[/]xml; /sitemaps/$slug,src/lib/og-images.ts,,"""/solutions/production-lines"": ecoProductionLines,"
src/assets/og/eco-raw-materials.jpg,1200x630,126,Social / OG card,1200x630 (1.91:1),(root layout); /$lang; /$lang/about; /$lang/ai-assistant; /$lang/ai-project-estimator; /$lang/careers; /$lang/contact; /$lang/customer-portal; /$lang/download-center; /$lang/engineering-tools; /$lang/factory-layout-generator; /$lang/factory-layouts; /$lang/industries; /$lang/installation-commissioning; /$lang/investment-calculator; /$lang/investors; /$lang/knowledge-hub; /$lang/knowledge-hub/$slug; /$lang/panel-thickness-calculator; /$lang/partner-portal; /$lang/pir-vs-rock-wool; /$lang/privacy; /$lang/product-configurator; /$lang/project-inquiry; /$lang/quality; /$lang/research-innovation; /$lang/solutions; /$lang/solutions/engineering-consultancy; /$lang/solutions/factory-development; /$lang/solutions/production-lines; /$lang/solutions/raw-materials; /$lang/solutions/sandwich-panels; /$lang/sustainability; /sitemap[/]xml; /sitemaps/$slug,src/lib/og-images.ts,,"""/solutions/raw-materials"": ecoRawMaterials,"
src/assets/og/engineering-hero.jpg,1200x630,174,Social / OG card,1200x630 (1.91:1),(root layout); /$lang; /$lang/about; /$lang/ai-assistant; /$lang/ai-project-estimator; /$lang/careers; /$lang/contact; /$lang/customer-portal; /$lang/download-center; /$lang/engineering-tools; /$lang/factory-layout-generator; /$lang/factory-layouts; /$lang/industries; /$lang/installation-commissioning; /$lang/investment-calculator; /$lang/investors; /$lang/knowledge-hub; /$lang/knowledge-hub/$slug; /$lang/panel-thickness-calculator; /$lang/partner-portal; /$lang/pir-vs-rock-wool; /$lang/privacy; /$lang/product-configurator; /$lang/project-inquiry; /$lang/quality; /$lang/research-innovation; /$lang/solutions; /$lang/solutions/engineering-consultancy; /$lang/solutions/factory-development; /$lang/solutions/production-lines; /$lang/solutions/raw-materials; /$lang/solutions/sandwich-panels; /$lang/sustainability; /sitemap[/]xml; /sitemaps/$slug,src/lib/og-images.ts,,"""/engineering-tools"": engineeringHero,"
src/assets/og/engineering-philosophy.jpg,1200x630,192,Social / OG card,1200x630 (1.91:1),(root layout); /$lang; /$lang/about; /$lang/ai-assistant; /$lang/ai-project-estimator; /$lang/careers; /$lang/contact; /$lang/customer-portal; /$lang/download-center; /$lang/engineering-tools; /$lang/factory-layout-generator; /$lang/factory-layouts; /$lang/industries; /$lang/installation-commissioning; /$lang/investment-calculator; /$lang/investors; /$lang/knowledge-hub; /$lang/knowledge-hub/$slug; /$lang/panel-thickness-calculator; /$lang/partner-portal; /$lang/pir-vs-rock-wool; /$lang/privacy; /$lang/product-configurator; /$lang/project-inquiry; /$lang/quality; /$lang/research-innovation; /$lang/solutions; /$lang/solutions/engineering-consultancy; /$lang/solutions/factory-development; /$lang/solutions/production-lines; /$lang/solutions/raw-materials; /$lang/solutions/sandwich-panels; /$lang/sustainability; /sitemap[/]xml; /sitemaps/$slug,src/lib/og-images.ts,,"""/about"": engineeringPhilosophy,; ""/privacy"": engineeringPhilosophy,"
src/assets/og/factory-hero.jpg,1200x630,122,Social / OG card,1200x630 (1.91:1),(root layout); /$lang; /$lang/about; /$lang/ai-assistant; /$lang/ai-project-estimator; /$lang/careers; /$lang/contact; /$lang/customer-portal; /$lang/download-center; /$lang/engineering-tools; /$lang/factory-layout-generator; /$lang/factory-layouts; /$lang/industries; /$lang/installation-commissioning; /$lang/investment-calculator; /$lang/investors; /$lang/knowledge-hub; /$lang/knowledge-hub/$slug; /$lang/panel-thickness-calculator; /$lang/partner-portal; /$lang/pir-vs-rock-wool; /$lang/privacy; /$lang/product-configurator; /$lang/project-inquiry; /$lang/quality; /$lang/research-innovation; /$lang/solutions; /$lang/solutions/engineering-consultancy; /$lang/solutions/factory-development; /$lang/solutions/production-lines; /$lang/solutions/raw-materials; /$lang/solutions/sandwich-panels; /$lang/sustainability; /sitemap[/]xml; /sitemaps/$slug,src/lib/og-images.ts,,"""/customer-portal"": factoryHero,"
src/assets/og/factory-layout-master.jpg,1200x630,140,Social / OG card,1200x630 (1.91:1),(root layout); /$lang; /$lang/about; /$lang/ai-assistant; /$lang/ai-project-estimator; /$lang/careers; /$lang/contact; /$lang/customer-portal; /$lang/download-center; /$lang/engineering-tools; /$lang/factory-layout-generator; /$lang/factory-layouts; /$lang/industries; /$lang/installation-commissioning; /$lang/investment-calculator; /$lang/investors; /$lang/knowledge-hub; /$lang/knowledge-hub/$slug; /$lang/panel-thickness-calculator; /$lang/partner-portal; /$lang/pir-vs-rock-wool; /$lang/privacy; /$lang/product-configurator; /$lang/project-inquiry; /$lang/quality; /$lang/research-innovation; /$lang/solutions; /$lang/solutions/engineering-consultancy; /$lang/solutions/factory-development; /$lang/solutions/production-lines; /$lang/solutions/raw-materials; /$lang/solutions/sandwich-panels; /$lang/sustainability; /sitemap[/]xml; /sitemaps/$slug,src/lib/og-images.ts,,"""/factory-layouts"": factoryLayoutMaster,; ""/factory-layout-generator"": factoryLayoutMaster,"
src/assets/og/hero-nevo-line.jpg,1200x630,171,Social / OG card,1200x630 (1.91:1),(root layout); /$lang; /$lang/about; /$lang/ai-assistant; /$lang/ai-project-estimator; /$lang/careers; /$lang/contact; /$lang/customer-portal; /$lang/download-center; /$lang/engineering-tools; /$lang/factory-layout-generator; /$lang/factory-layouts; /$lang/industries; /$lang/installation-commissioning; /$lang/investment-calculator; /$lang/investors; /$lang/knowledge-hub; /$lang/knowledge-hub/$slug; /$lang/panel-thickness-calculator; /$lang/partner-portal; /$lang/pir-vs-rock-wool; /$lang/privacy; /$lang/product-configurator; /$lang/project-inquiry; /$lang/quality; /$lang/research-innovation; /$lang/solutions; /$lang/solutions/engineering-consultancy; /$lang/solutions/factory-development; /$lang/solutions/production-lines; /$lang/solutions/raw-materials; /$lang/solutions/sandwich-panels; /$lang/sustainability; /sitemap[/]xml; /sitemaps/$slug,src/lib/og-images.ts,,"export const OG_DEFAULT: string = heroNevoLine;; ""/"": heroNevoLine,"
src/assets/og/hero-production-line.jpg,1200x630,100,Social / OG card,1200x630 (1.91:1),(root layout); /$lang; /$lang/about; /$lang/ai-assistant; /$lang/ai-project-estimator; /$lang/careers; /$lang/contact; /$lang/customer-portal; /$lang/download-center; /$lang/engineering-tools; /$lang/factory-layout-generator; /$lang/factory-layouts; /$lang/industries; /$lang/installation-commissioning; /$lang/investment-calculator; /$lang/investors; /$lang/knowledge-hub; /$lang/knowledge-hub/$slug; /$lang/panel-thickness-calculator; /$lang/partner-portal; /$lang/pir-vs-rock-wool; /$lang/privacy; /$lang/product-configurator; /$lang/project-inquiry; /$lang/quality; /$lang/research-innovation; /$lang/solutions; /$lang/solutions/engineering-consultancy; /$lang/solutions/factory-development; /$lang/solutions/production-lines; /$lang/solutions/raw-materials; /$lang/solutions/sandwich-panels; /$lang/sustainability; /sitemap[/]xml; /sitemaps/$slug,src/lib/og-images.ts,,"""/solutions"": heroProductionLine,"
src/assets/og/industries-tile.jpg,1200x630,93,Social / OG card,1200x630 (1.91:1),(root layout); /$lang; /$lang/about; /$lang/ai-assistant; /$lang/ai-project-estimator; /$lang/careers; /$lang/contact; /$lang/customer-portal; /$lang/download-center; /$lang/engineering-tools; /$lang/factory-layout-generator; /$lang/factory-layouts; /$lang/industries; /$lang/installation-commissioning; /$lang/investment-calculator; /$lang/investors; /$lang/knowledge-hub; /$lang/knowledge-hub/$slug; /$lang/panel-thickness-calculator; /$lang/partner-portal; /$lang/pir-vs-rock-wool; /$lang/privacy; /$lang/product-configurator; /$lang/project-inquiry; /$lang/quality; /$lang/research-innovation; /$lang/solutions; /$lang/solutions/engineering-consultancy; /$lang/solutions/factory-development; /$lang/solutions/production-lines; /$lang/solutions/raw-materials; /$lang/solutions/sandwich-panels; /$lang/sustainability; /sitemap[/]xml; /sitemaps/$slug,src/lib/og-images.ts,,"""/industries"": industriesTile,"
src/assets/og/installation-hero.jpg,1200x630,152,Social / OG card,1200x630 (1.91:1),(root layout); /$lang; /$lang/about; /$lang/ai-assistant; /$lang/ai-project-estimator; /$lang/careers; /$lang/contact; /$lang/customer-portal; /$lang/download-center; /$lang/engineering-tools; /$lang/factory-layout-generator; /$lang/factory-layouts; /$lang/industries; /$lang/installation-commissioning; /$lang/investment-calculator; /$lang/investors; /$lang/knowledge-hub; /$lang/knowledge-hub/$slug; /$lang/panel-thickness-calculator; /$lang/partner-portal; /$lang/pir-vs-rock-wool; /$lang/privacy; /$lang/product-configurator; /$lang/project-inquiry; /$lang/quality; /$lang/research-innovation; /$lang/solutions; /$lang/solutions/engineering-consultancy; /$lang/solutions/factory-development; /$lang/solutions/production-lines; /$lang/solutions/raw-materials; /$lang/solutions/sandwich-panels; /$lang/sustainability; /sitemap[/]xml; /sitemaps/$slug,src/lib/og-images.ts,,"""/installation-commissioning"": installationHero,"
